participante,id_participante,jogo,fase,data,selecao_1,palpite_1,palpite_2,selecao_2,status
Marcelo Bernardino,marcelo-bernardino,34,Fase de Grupos,2026-06-21,Tunísia,1,2,Japão,OK
Marcelo Bernardino,marcelo-bernardino,35,Fase de Grupos,2026-06-25,Japão,1,2,Suécia,OK
Marcelo Bernardino,marcelo-bernardino,36,Fase de Grupos,2026-06-25,Tunísia,0,3,Países Baixos,OK
Marcelo Bernardino,marcelo-bernardino,37,Fase de Grupos,2026-06-15,Bélgica,2,1,Egito,OK
Marcelo Bernardino,marcelo-bernardino,38,Fase de Grupos,2026-06-15,Irã,2,1,Nova Zelândia,OK
Marcelo Bernardino,marcelo-bernardino,39,Fase de Grupos,2026-06-21,Bélgica,3,0,Irã,OK
Marcelo Bernardino,marcelo-bernardino,40,Fase de Grupos,2026-06-21,Nova Zelândia,0,2,Egito,OK
Marcelo Bernardino,marcelo-bernardino,41,Fase de Grupos,2026-06-27,Egito,2,1,Irã,OK
Marcelo Bernardino,marcelo-bernardino,42,Fase de Grupos,2026-06-27,Nova Zelândia,0,2,Bélgica,OK
Marcelo Bernardino,marcelo-bernardino,43,Fase de Grupos,2026-06-15,Espanha,5,0,Cabo Verde,OK
Marcelo Bernardino,marcelo-bernardino,44,Fase de Grupos,2026-06-15,Arábia Saudita,0,3,Uruguai,OK
Marcelo Bernardino,marcelo-bernardino,45,Fase de Grupos,2026-06-21,Espanha,2,0,Arábia Saudita,OK
Marcelo Bernardino,marcelo-bernardino,46,Fase de Grupos,2026-06-21,Uruguai,3,0,Cabo Verde,OK
Marcelo Bernardino,marcelo-bernardino,47,Fase de Grupos,2026-06-26,Cabo Verde,1,2,Arábia Saudita,OK
Marcelo Bernardino,marcelo-bernardino,48,Fase de Grupos,2026-06-26,Uruguai,1,2,Espanha,OK
Marcelo Bernardino,marcelo-bernardino,49,Fase de Grupos,2026-06-16,França,3,1,Senegal,OK
Marcelo Bernardino,marcelo-bernardino,50,Fase de Grupos,2026-06-16,Iraque,1,4,Noruega,OK
Marcelo Bernardino,marcelo-bernardino,51,Fase de Grupos,2026-06-22,França,4,0,Iraque,OK
Marcelo Bernardino,marcelo-bernardino,52,Fase de Grupos,2026-06-22,Noruega,2,1,Senegal,OK
Marcelo Bernardino,marcelo-bernardino,53,Fase de Grupos,2026-06-26,Noruega,1,2,França,OK
Marcelo Bernardino,marcelo-bernardino,54,Fase de Grupos,2026-06-26,Senegal,3,1,Iraque,OK
Marcelo Bernardino,marcelo-bernardino,55,Fase de Grupos,2026-06-16,Argentina,3,1,Argélia,OK
Marcelo Bernardino,marcelo-bernardino,56,Fase de Grupos,2026-06-17,Áustria,2,1,Jordânia,OK
Marcelo Bernardino,marcelo-bernardino,57,Fase de Grupos,2026-06-22,Argentina,2,1,Áustria,OK
Marcelo Bernardino,marcelo-bernardino,58,Fase de Grupos,2026-06-23,Jordânia,1,1,Argélia,OK
Marcelo Bernardino,marcelo-bernardino,59,Fase de Grupos,2026-06-27,Argélia,1,2,Áustria,OK
Marcelo Bernardino,marcelo-bernardino,60,Fase de Grupos,2026-06-27,Jordânia,0,4,Argentina,OK
Marcelo Bernardino,marcelo-bernardino,61,Fase de Grupos,2026-06-17,Portugal,5,1,RD Congo,OK
Marcelo Bernardino,marcelo-bernardino,62,Fase de Grupos,2026-06-17,Uzbequistão,1,3,Colômbia,OK
Marcelo Bernardino,marcelo-bernardino,63,Fase de Grupos,2026-06-23,Portugal,4,1,Uzbequistão,OK
Marcelo Bernardino,marcelo-bernardino,64,Fase de Grupos,2026-06-23,Colômbia,2,0,RD Congo,OK
Marcelo Bernardino,marcelo-bernardino,65,Fase de Grupos,2026-06-27,Colômbia,2,2,Portugal,OK
Marcelo Bernardino,marcelo-bernardino,66,Fase de Grupos,2026-06-27,RD Congo,1,1,Uzbequistão,OK
Marcelo Bernardino,marcelo-bernardino,67,Fase de Grupos,2026-06-17,Inglaterra,2,1,Croácia,OK
Marcelo Bernardino,marcelo-bernardino,68,Fase de Grupos,2026-06-17,Gana,2,0,Panamá,OK
Marcelo Bernardino,marcelo-bernardino,69,Fase de Grupos,2026-06-23,Inglaterra,2,1,Gana,OK
Marcelo Bernardino,marcelo-bernardino,70,Fase de Grupos,2026-06-23,Panamá,1,3,Croácia,OK
Marcelo Bernardino,marcelo-bernardino,71,Fase de Grupos,2026-06-27,Panamá,1,4,Inglaterra,OK
Marcelo Bernardino,marcelo-bernardino,72,Fase de Grupos,2026-06-27,Croácia,2,1,Gana,OK
Marcelo Bernardino,marcelo-bernardino,73,16 avos,2026-06-28,South Africa,1,2,Canada,OK
Marcelo Bernardino,marcelo-bernardino,74,16 avos,2026-06-29,Brasil,2,1,Japan,OK
Marcelo Bernardino,marcelo-bernardino,75,16 avos,2026-06-29,Germany,3,0,Paraguay,OK
Marcelo Bernardino,marcelo-bernardino,76,16 avos,2026-06-29,Netherlands,1,1,Morocco,OK
Marcelo Bernardino,marcelo-bernardino,77,16 avos,2026-06-30,Côte d'Ivoire,1,2,Norway,OK
Marcelo Bernardino,marcelo-bernardino,78,16 avos,2026-06-30,França,2,1,Sweden,OK
Marcelo Bernardino,marcelo-bernardino,79,16 avos,2026-06-30,Mexico,1,2,Equador,OK
Marcelo Bernardino,marcelo-bernardino,80,16 avos,2026-07-01,England,2,0,RD Congo,OK
Marcelo Bernardino,marcelo-bernardino,81,16 avos,2026-07-01,Belgium,1,2,Senegal,OK
Marcelo Bernardino,marcelo-bernardino,82,16 avos,2026-07-01,USA,2,1,Bósnia,OK
Marcelo Bernardino,marcelo-bernardino,83,16 avos,2026-07-02,Spain,2,0,Áustria,OK
Marcelo Bernardino,marcelo-bernardino,84,16 avos,2026-07-02,Portugal,2,1,Croácia,OK
Marcelo Bernardino,marcelo-bernardino,85,16 avos,2026-07-03,Switzerland,2,1,Argélia,OK
Marcelo Bernardino,marcelo-bernardino,86,16 avos,2026-07-03,Australia,0,2,Egito,OK
Marcelo Bernardino,marcelo-bernardino,87,16 avos,2026-07-03,Argentina,2,0,Cape Verde,OK
Marcelo Bernardino,marcelo-bernardino,88,16 avos,2026-07-03,Colombia,2,1,Ghana,OK
Marcelo Bernardino,marcelo-bernardino,89,Oitavas,2026-07-04,Canada,0,1,Morocco,OK
Marcelo Bernardino,marcelo-bernardino,90,Oitavas,2026-07-04,Paraguay,0,2,França,OK
Marcelo Bernardino,marcelo-bernardino,91,Oitavas,2026-07-05,Brasil,2,1,Norway,OK
Marcelo Bernardino,marcelo-bernardino,92,Oitavas,2026-07-05,Mexico,1,2,England,OK
Marcelo Bernardino,marcelo-bernardino,93,Oitavas,2026-07-06,Portugal,1,1,Spain,OK
Marcelo Bernardino,marcelo-bernardino,94,Oitavas,2026-07-06,USA,1,2,Belgium,OK
Marcelo Bernardino,marcelo-bernardino,95,Oitavas,2026-07-07,Argentina,2,1,Egito,OK
Marcelo Bernardino,marcelo-bernardino,96,Oitavas,2026-07-07,Switzerland,0,1,Colombia,OK
Marcelo Bernardino,marcelo-bernardino,97,Quartas,2026-07-09,França,2,0,Morocco,OK
Marcelo Bernardino,marcelo-bernardino,98,Quartas,2026-07-10,Spain,2,1,Belgium,OK
Marcelo Bernardino,marcelo-bernardino,99,Quartas,2026-07-11,Norway,1,2,England,OK
Marcelo Bernardino,marcelo-bernardino,100,Quartas,2026-07-11,Argentina,2,0,Switzerland,OK
Marcelo Bernardino,marcelo-bernardino,101,Semifinal,2026-07-14,França,2,1,Spain,OK
Marcelo Bernardino,marcelo-bernardino,102,Semifinal,2026-07-15,England,2,1,Argentina,OK
Marcelo Bernardino,marcelo-bernardino,103,3º lugar,2026-07-18,França,2,0,England,OK
Marcelo Bernardino,marcelo-bernardino,104,Final,2026-07-19,Spain,1,0,Argentina,OK
Rodrigo Cobra,rodrigo-cobra,1,Fase de Grupos,2026-06-11,México,2,0,África do Sul,OK
Rodrigo Cobra,rodrigo-cobra,2,Fase de Grupos,2026-06-11,Coreia do Sul,1,1,Rep. Tcheca,OK
Rodrigo Cobra,rodrigo-cobra,3,Fase de Grupos,2026-06-18,Rep. Tcheca,1,0,África do Sul,OK
Rodrigo Cobra,rodrigo-cobra,4,Fase de Grupos,2026-06-18,México,1,0,Coreia do Sul,OK
Rodrigo Cobra,rodrigo-cobra,5,Fase de Grupos,2026-06-24,Rep. Tcheca,1,2,México,OK
Rodrigo Cobra,rodrigo-cobra,6,Fase de Grupos,2026-06-24,África do Sul,1,2,Coreia do Sul,OK
Rodrigo Cobra,rodrigo-cobra,7,Fase de Grupos,2026-06-12,Canadá,2,1,Bósnia,OK
Rodrigo Cobra,rodrigo-cobra,8,Fase de Grupos,2026-06-13,Catar,0,2,Suíça,OK
Rodrigo Cobra,rodrigo-cobra,9,Fase de Grupos,2026-06-18,Suíça,1,1,Bósnia,OK
Rodrigo Cobra,rodrigo-cobra,10,Fase de Grupos,2026-06-18,Canadá,3,0,Catar,OK
Rodrigo Cobra,rodrigo-cobra,11,Fase de Grupos,2026-06-24,Suíça,1,1,Canadá,OK
Rodrigo Cobra,rodrigo-cobra,12,Fase de Grupos,2026-06-24,Bósnia,2,1,Catar,OK
Rodrigo Cobra,rodrigo-cobra,13,Fase de Grupos,2026-06-13,Brasil,2,1,Marrocos,OK
Rodrigo Cobra,rodrigo-cobra,14,Fase de Grupos,2026-06-13,Haiti,0,2,Escócia,OK
Rodrigo Cobra,rodrigo-cobra,15,Fase de Grupos,2026-06-19,Escócia,0,1,Marrocos,OK
Rodrigo Cobra,rodrigo-cobra,16,Fase de Grupos,2026-06-19,Brasil,4,0,Haiti,OK
Rodrigo Cobra,rodrigo-cobra,17,Fase de Grupos,2026-06-24,Escócia,0,3,Brasil,OK
Rodrigo Cobra,rodrigo-cobra,18,Fase de Grupos,2026-06-24,Marrocos,3,0,Haiti,OK
Rodrigo Cobra,rodrigo-cobra,19,Fase de Grupos,2026-06-12,Estados Unidos,2,1,Paraguai,OK
Rodrigo Cobra,rodrigo-cobra,20,Fase de Grupos,2026-06-14,Austrália,1,1,Turquia,OK
Rodrigo Cobra,rodrigo-cobra,21,Fase de Grupos,2026-06-19,Estados Unidos,2,0,Austrália,OK
Rodrigo Cobra,rodrigo-cobra,22,Fase de Grupos,2026-06-20,Turquia,1,0,Paraguai,OK
Rodrigo Cobra,rodrigo-cobra,23,Fase de Grupos,2026-06-25,Turquia,1,1,Estados Unidos,OK
Rodrigo Cobra,rodrigo-cobra,24,Fase de Grupos,2026-06-25,Paraguai,2,1,Austrália,OK
Rodrigo Cobra,rodrigo-cobra,25,Fase de Grupos,2026-06-14,Alemanha,5,1,Curaçau,OK
Rodrigo Cobra,rodrigo-cobra,26,Fase de Grupos,2026-06-14,Costa do Marfim,1,1,Equador,OK
Rodrigo Cobra,rodrigo-cobra,27,Fase de Grupos,2026-06-20,Alemanha,2,0,Costa do Marfim,OK
Rodrigo Cobra,rodrigo-cobra,28,Fase de Grupos,2026-06-20,Equador,3,1,Curaçau,OK
Rodrigo Cobra,rodrigo-cobra,29,Fase de Grupos,2026-06-25,Curaçau,0,3,Costa do Marfim,OK
Rodrigo Cobra,rodrigo-cobra,30,Fase de Grupos,2026-06-25,Equador,1,2,Alemanha,OK
Rodrigo Cobra,rodrigo-cobra,31,Fase de Grupos,2026-06-14,Países Baixos,2,1,Japão,OK
Rodrigo Cobra,rodrigo-cobra,32,Fase de Grupos,2026-06-14,Suécia,1,0,Tunísia,OK
Rodrigo Cobra,rodrigo-cobra,33,Fase de Grupos,2026-06-20,Países Baixos,2,1,Suécia,OK
Rodrigo Cobra,rodrigo-cobra,34,Fase de Grupos,2026-06-21,Tunísia,0,2,Japão,OK
Rodrigo Cobra,rodrigo-cobra,35,Fase de Grupos,2026-06-25,Japão,1,1,Suécia,OK
Rodrigo Cobra,rodrigo-cobra,36,Fase de Grupos,2026-06-25,Tunísia,1,3,Países Baixos,OK
Rodrigo Cobra,rodrigo-cobra,37,Fase de Grupos,2026-06-15,Bélgica,1,1,Egito,OK
Rodrigo Cobra,rodrigo-cobra,38,Fase de Grupos,2026-06-15,Irã,1,0,Nova Zelândia,OK
Rodrigo Cobra,rodrigo-cobra,39,Fase de Grupos,2026-06-21,Bélgica,2,0,Irã,OK
Rodrigo Cobra,rodrigo-cobra,40,Fase de Grupos,2026-06-21,Nova Zelândia,0,1,Egito,OK
Rodrigo Cobra,rodrigo-cobra,41,Fase de Grupos,2026-06-27,Egito,0,0,Irã,OK
Rodrigo Cobra,rodrigo-cobra,42,Fase de Grupos,2026-06-27,Nova Zelândia,0,3,Bélgica,OK
Rodrigo Cobra,rodrigo-cobra,43,Fase de Grupos,2026-06-15,Espanha,4,0,Cabo Verde,OK
Rodrigo Cobra,rodrigo-cobra,44,Fase de Grupos,2026-06-15,Arábia Saudita,0,1,Uruguai,OK
Rodrigo Cobra,rodrigo-cobra,45,Fase de Grupos,2026-06-21,Espanha,2,0,Arábia Saudita,OK
Rodrigo Cobra,rodrigo-cobra,46,Fase de Grupos,2026-06-21,Uruguai,2,0,Cabo Verde,OK
Rodrigo Cobra,rodrigo-cobra,47,Fase de Grupos,2026-06-26,Cabo Verde,1,1,Arábia Saudita,OK
Rodrigo Cobra,rodrigo-cobra,48,Fase de Grupos,2026-06-26,Uruguai,1,1,Espanha,OK
Rodrigo Cobra,rodrigo-cobra,49,Fase de Grupos,2026-06-16,França,2,1,Senegal,OK
Rodrigo Cobra,rodrigo-cobra,50,Fase de Grupos,2026-06-16,Iraque,0,3,Noruega,OK
Rodrigo Cobra,rodrigo-cobra,51,Fase de Grupos,2026-06-22,França,4,0,Iraque,OK
Rodrigo Cobra,rodrigo-cobra,52,Fase de Grupos,2026-06-22,Noruega,2,1,Senegal,OK
Rodrigo Cobra,rodrigo-cobra,53,Fase de Grupos,2026-06-26,Noruega,1,2,França,OK
Rodrigo Cobra,rodrigo-cobra,54,Fase de Grupos,2026-06-26,Senegal,2,0,Iraque,OK
Rodrigo Cobra,rodrigo-cobra,55,Fase de Grupos,2026-06-16,Argentina,2,0,Argélia,OK
Rodrigo Cobra,rodrigo-cobra,56,Fase de Grupos,2026-06-17,Áustria,2,0,Jordânia,OK
Rodrigo Cobra,rodrigo-cobra,57,Fase de Grupos,2026-06-22,Argentina,2,1,Áustria,OK
Rodrigo Cobra,rodrigo-cobra,58,Fase de Grupos,2026-06-23,Jordânia,0,1,Argélia,OK
Rodrigo Cobra,rodrigo-cobra,59,Fase de Grupos,2026-06-27,Argélia,0,1,Áustria,OK
Rodrigo Cobra,rodrigo-cobra,60,Fase de Grupos,2026-06-27,Jordânia,0,3,Argentina,OK
Rodrigo Cobra,rodrigo-cobra,61,Fase de Grupos,2026-06-17,Portugal,3,0,RD Congo,OK
Rodrigo Cobra,rodrigo-cobra,62,Fase de Grupos,2026-06-17,Uzbequistão,0,2,Colômbia,OK
Rodrigo Cobra,rodrigo-cobra,63,Fase de Grupos,2026-06-23,Portugal,2,0,Uzbequistão,OK
Rodrigo Cobra,rodrigo-cobra,64,Fase de Grupos,2026-06-23,Colômbia,2,0,RD Congo,OK
Rodrigo Cobra,rodrigo-cobra,65,Fase de Grupos,2026-06-27,Colômbia,1,1,Portugal,OK
Rodrigo Cobra,rodrigo-cobra,66,Fase de Grupos,2026-06-27,RD Congo,1,0,Uzbequistão,OK
Rodrigo Cobra,rodrigo-cobra,67,Fase de Grupos,2026-06-17,Inglaterra,1,1,Croácia,OK
Rodrigo Cobra,rodrigo-cobra,68,Fase de Grupos,2026-06-17,Gana,2,1,Panamá,OK
Rodrigo Cobra,rodrigo-cobra,69,Fase de Grupos,2026-06-23,Inglaterra,2,0,Gana,OK
Rodrigo Cobra,rodrigo-cobra,70,Fase de Grupos,2026-06-23,Panamá,0,2,Croácia,OK
Rodrigo Cobra,rodrigo-cobra,71,Fase de Grupos,2026-06-27,Panamá,0,3,Inglaterra,OK
Rodrigo Cobra,rodrigo-cobra,72,Fase de Grupos,2026-06-27,Croácia,1,0,Gana,OK
Rodrigo Cobra,rodrigo-cobra,73,16 avos,2026-06-28,South Africa,0,1,Canada,OK
Rodrigo Cobra,rodrigo-cobra,74,16 avos,2026-06-29,Brasil,2,1,Japan,OK
Rodrigo Cobra,rodrigo-cobra,75,16 avos,2026-06-29,Germany,3,0,Paraguay,OK
Rodrigo Cobra,rodrigo-cobra,76,16 avos,2026-06-29,Netherlands,2,1,Morocco,OK
Rodrigo Cobra,rodrigo-cobra,77,16 avos,2026-06-30,Côte d'Ivoire,1,2,Norway,OK
Rodrigo Cobra,rodrigo-cobra,78,16 avos,2026-06-30,França,3,1,Sweden,OK
Rodrigo Cobra,rodrigo-cobra,79,16 avos,2026-06-30,Mexico,1,0,Equador,OK
Rodrigo Cobra,rodrigo-cobra,80,16 avos,2026-07-01,England,2,0,RD Congo,OK
Rodrigo Cobra,rodrigo-cobra,81,16 avos,2026-07-01,Belgium,1,0,Senegal,OK
Rodrigo Cobra,rodrigo-cobra,82,16 avos,2026-07-01,USA,2,0,Bósnia,OK
Rodrigo Cobra,rodrigo-cobra,83,16 avos,2026-07-02,Spain,3,0,Áustria,OK
Rodrigo Cobra,rodrigo-cobra,84,16 avos,2026-07-02,Portugal,2,1,Croácia,OK
Rodrigo Cobra,rodrigo-cobra,85,16 avos,2026-07-03,Switzerland,2,0,Argélia,OK
Rodrigo Cobra,rodrigo-cobra,86,16 avos,2026-07-03,Australia,0,1,Egito,OK
Rodrigo Cobra,rodrigo-cobra,87,16 avos,2026-07-03,Argentina,3,0,Cape Verde,OK
Rodrigo Cobra,rodrigo-cobra,88,16 avos,2026-07-03,Colombia,2,0,Ghana,OK
Rodrigo Cobra,rodrigo-cobra,89,Oitavas,2026-07-04,Canada,1,2,Morocco,OK
Rodrigo Cobra,rodrigo-cobra,90,Oitavas,2026-07-04,Paraguay,0,2,França,OK
Rodrigo Cobra,rodrigo-cobra,91,Oitavas,2026-07-05,Brasil,2,1,Norway,OK
Rodrigo Cobra,rodrigo-cobra,92,Oitavas,2026-07-05,Mexico,1,2,England,OK
Rodrigo Cobra,rodrigo-cobra,93,Oitavas,2026-07-06,Portugal,1,2,Spain,OK
Rodrigo Cobra,rodrigo-cobra,94,Oitavas,2026-07-06,USA,1,2,Belgium,OK
Rodrigo Cobra,rodrigo-cobra,95,Oitavas,2026-07-07,Argentina,2,0,Egito,OK
Rodrigo Cobra,rodrigo-cobra,96,Oitavas,2026-07-07,Switzerland,0,1,Colombia,OK
Rodrigo Cobra,rodrigo-cobra,97,Quartas,2026-07-09,França,2,0,Morocco,OK
Rodrigo Cobra,rodrigo-cobra,98,Quartas,2026-07-10,Spain,2,1,Belgium,OK
Rodrigo Cobra,rodrigo-cobra,99,Quartas,2026-07-11,Norway,1,2,England,OK
Rodrigo Cobra,rodrigo-cobra,100,Quartas,2026-07-11,Argentina,2,1,Switzerland,OK
Rodrigo Cobra,rodrigo-cobra,101,Semifinal,2026-07-14,França,2,1,Spain,OK
Rodrigo Cobra,rodrigo-cobra,102,Semifinal,2026-07-15,England,2,1,Argentina,OK
Rodrigo Cobra,rodrigo-cobra,103,3º lugar,2026-07-18,França,3,2,England,OK
Rodrigo Cobra,rodrigo-cobra,104,Final,2026-07-19,Spain,2,1,Argentina,OK
Vitor,vitor,1,Fase de Grupos,2026-06-11,México,1,0,África do Sul,OK
Vitor,vitor,2,Fase de Grupos,2026-06-11,Coreia do Sul,0,0,Rep. Tcheca,OK
Vitor,vitor,3,Fase de Grupos,2026-06-18,Rep. Tcheca,1,2,África do Sul,OK
Vitor,vitor,4,Fase de Grupos,2026-06-18,México,1,1,Coreia do Sul,OK
Vitor,vitor,5,Fase de Grupos,2026-06-24,Rep. Tcheca,0,1,México,OK
Vitor,vitor,6,Fase de Grupos,2026-06-24,África do Sul,0,3,Coreia do Sul,OK
Vitor,vitor,7,Fase de Grupos,2026-06-12,Canadá,1,1,Bósnia,OK
Vitor,vitor,8,Fase de Grupos,2026-06-13,Catar,0,2,Suíça,OK
Vitor,vitor,9,Fase de Grupos,2026-06-18,Suíça,1,0,Bósnia,OK
Vitor,vitor,10,Fase de Grupos,2026-06-18,Canadá,1,1,Catar,OK
Vitor,vitor,11,Fase de Grupos,2026-06-24,Suíça,0,0,Canadá,OK
Vitor,vitor,12,Fase de Grupos,2026-06-24,Bósnia,2,1,Catar,OK
Vitor,vitor,13,Fase de Grupos,2026-06-13,Brasil,1,0,Marrocos,OK
Vitor,vitor,14,Fase de Grupos,2026-06-13,Haiti,0,0,Escócia,OK
Vitor,vitor,15,Fase de Grupos,2026-06-19,Escócia,1,2,Marrocos,OK
Vitor,vitor,16,Fase de Grupos,2026-06-19,Brasil,3,1,Haiti,OK
Vitor,vitor,17,Fase de Grupos,2026-06-24,Escócia,0,1,Brasil,OK
Vitor,vitor,18,Fase de Grupos,2026-06-24,Marrocos,4,0,Haiti,OK
Vitor,vitor,19,Fase de Grupos,2026-06-12,Estados Unidos,1,2,Paraguai,OK
Vitor,vitor,20,Fase de Grupos,2026-06-14,Austrália,2,3,Turquia,OK
Vitor,vitor,21,Fase de Grupos,2026-06-19,Estados Unidos,3,0,Austrália,OK
Vitor,vitor,22,Fase de Grupos,2026-06-20,Turquia,2,0,Paraguai,OK
Vitor,vitor,23,Fase de Grupos,2026-06-25,Turquia,0,1,Estados Unidos,OK
Vitor,vitor,24,Fase de Grupos,2026-06-25,Paraguai,2,2,Austrália,OK
Vitor,vitor,25,Fase de Grupos,2026-06-14,Alemanha,6,0,Curaçau,OK
Vitor,vitor,26,Fase de Grupos,2026-06-14,Costa do Marfim,1,1,Equador,OK
Vitor,vitor,27,Fase de Grupos,2026-06-20,Alemanha,2,0,Costa do Marfim,OK
Vitor,vitor,28,Fase de Grupos,2026-06-20,Equador,3,0,Curaçau,OK
Vitor,vitor,29,Fase de Grupos,2026-06-25,Curaçau,0,2,Costa do Marfim,OK
Vitor,vitor,30,Fase de Grupos,2026-06-25,Equador,1,2,Alemanha,OK
Vitor,vitor,31,Fase de Grupos,2026-06-14,Países Baixos,1,1,Japão,OK
Vitor,vitor,32,Fase de Grupos,2026-06-14,Suécia,1,2,Tunísia,OK
Vitor,vitor,33,Fase de Grupos,2026-06-20,Países Baixos,2,0,Suécia,OK
Vitor,vitor,34,Fase de Grupos,2026-06-21,Tunísia,1,2,Japão,OK
Vitor,vitor,35,Fase de Grupos,2026-06-25,Japão,2,0,Suécia,OK
Vitor,vitor,36,Fase de Grupos,2026-06-25,Tunísia,0,1,Países Baixos,OK
Vitor,vitor,37,Fase de Grupos,2026-06-15,Bélgica,2,1,Egito,OK
Vitor,vitor,38,Fase de Grupos,2026-06-15,Irã,2,2,Nova Zelândia,OK
Vitor,vitor,39,Fase de Grupos,2026-06-21,Bélgica,3,0,Irã,OK
Vitor,vitor,40,Fase de Grupos,2026-06-21,Nova Zelândia,0,2,Egito,OK
Vitor,vitor,41,Fase de Grupos,2026-06-27,Egito,1,0,Irã,OK
Vitor,vitor,42,Fase de Grupos,2026-06-27,Nova Zelândia,1,0,Bélgica,OK
Vitor,vitor,43,Fase de Grupos,2026-06-15,Espanha,4,0,Cabo Verde,OK
Vitor,vitor,44,Fase de Grupos,2026-06-15,Arábia Saudita,1,2,Uruguai,OK
Vitor,vitor,45,Fase de Grupos,2026-06-21,Espanha,2,1,Arábia Saudita,OK
Vitor,vitor,46,Fase de Grupos,2026-06-21,Uruguai,2,1,Cabo Verde,OK
Vitor,vitor,47,Fase de Grupos,2026-06-26,Cabo Verde,1,0,Arábia Saudita,OK
Vitor,vitor,48,Fase de Grupos,2026-06-26,Uruguai,2,2,Espanha,OK
Vitor,vitor,49,Fase de Grupos,2026-06-16,França,3,0,Senegal,OK
Vitor,vitor,50,Fase de Grupos,2026-06-16,Iraque,0,1,Noruega,OK
Vitor,vitor,51,Fase de Grupos,2026-06-22,França,2,0,Iraque,OK
Vitor,vitor,52,Fase de Grupos,2026-06-22,Noruega,1,1,Senegal,OK
Vitor,vitor,53,Fase de Grupos,2026-06-26,Noruega,2,3,França,OK
Vitor,vitor,54,Fase de Grupos,2026-06-26,Senegal,2,1,Iraque,OK
Vitor,vitor,55,Fase de Grupos,2026-06-16,Argentina,2,0,Argélia,OK
Vitor,vitor,56,Fase de Grupos,2026-06-17,Áustria,2,2,Jordânia,OK
Vitor,vitor,57,Fase de Grupos,2026-06-22,Argentina,3,1,Áustria,OK
Vitor,vitor,58,Fase de Grupos,2026-06-23,Jordânia,1,1,Argélia,OK
Vitor,vitor,59,Fase de Grupos,2026-06-27,Argélia,2,1,Áustria,OK
Vitor,vitor,60,Fase de Grupos,2026-06-27,Jordânia,2,4,Argentina,OK
Vitor,vitor,61,Fase de Grupos,2026-06-17,Portugal,3,0,RD Congo,OK
Vitor,vitor,62,Fase de Grupos,2026-06-17,Uzbequistão,0,2,Colômbia,OK
Vitor,vitor,63,Fase de Grupos,2026-06-23,Portugal,2,1,Uzbequistão,OK
Vitor,vitor,64,Fase de Grupos,2026-06-23,Colômbia,1,0,RD Congo,OK
Vitor,vitor,65,Fase de Grupos,2026-06-27,Colômbia,1,3,Portugal,OK
Vitor,vitor,66,Fase de Grupos,2026-06-27,RD Congo,2,0,Uzbequistão,OK
Vitor,vitor,67,Fase de Grupos,2026-06-17,Inglaterra,1,2,Croácia,OK
Vitor,vitor,68,Fase de Grupos,2026-06-17,Gana,3,1,Panamá,OK
Vitor,vitor,69,Fase de Grupos,2026-06-23,Inglaterra,2,0,Gana,OK
Vitor,vitor,70,Fase de Grupos,2026-06-23,Panamá,1,3,Croácia,OK
Vitor,vitor,71,Fase de Grupos,2026-06-27,Panamá,0,4,Inglaterra,OK
Vitor,vitor,72,Fase de Grupos,2026-06-27,Croácia,2,1,Gana,OK
Vitor,vitor,73,16 avos,2026-06-28,South Africa,2,1,Canada,OK
Vitor,vitor,74,16 avos,2026-06-29,Brasil,3,2,Japan,OK
Vitor,vitor,75,16 avos,2026-06-29,Germany,1,0,Paraguay,OK
Vitor,vitor,76,16 avos,2026-06-29,Netherlands,2,1,Morocco,OK
Vitor,vitor,77,16 avos,2026-06-30,Côte d'Ivoire,0,1,Norway,OK
Vitor,vitor,78,16 avos,2026-06-30,França,3,0,Sweden,OK
Vitor,vitor,79,16 avos,2026-06-30,Mexico,0,0,Equador,OK
Vitor,vitor,80,16 avos,2026-07-01,England,3,0,RD Congo,OK
Vitor,vitor,81,16 avos,2026-07-01,Belgium,1,0,Senegal,OK
Vitor,vitor,82,16 avos,2026-07-01,USA,2,0,Bósnia,OK
Vitor,vitor,83,16 avos,2026-07-02,Spain,1,0,Áustria,OK
Vitor,vitor,84,16 avos,2026-07-02,Portugal,1,0,Croácia,OK
Vitor,vitor,85,16 avos,2026-07-03,Switzerland,1,0,Argélia,OK
Vitor,vitor,86,16 avos,2026-07-03,Australia,0,1,Egito,OK
Vitor,vitor,87,16 avos,2026-07-03,Argentina,4,0,Cape Verde,OK
Vitor,vitor,88,16 avos,2026-07-03,Colombia,2,0,Ghana,OK
Vitor,vitor,89,Oitavas,2026-07-04,Canada,0,1,Morocco,OK
Vitor,vitor,90,Oitavas,2026-07-04,Paraguay,1,2,França,OK
Vitor,vitor,91,Oitavas,2026-07-05,Brasil,1,0,Norway,OK
Vitor,vitor,92,Oitavas,2026-07-05,Mexico,1,1,England,OK
Vitor,vitor,93,Oitavas,2026-07-06,Portugal,0,1,Spain,OK
Vitor,vitor,94,Oitavas,2026-07-06,USA,1,1,Belgium,OK
Vitor,vitor,95,Oitavas,2026-07-07,Argentina,2,0,Egito,OK
Vitor,vitor,96,Oitavas,2026-07-07,Switzerland,0,0,Colombia,OK
Vitor,vitor,97,Quartas,2026-07-09,França,2,1,Morocco,OK
Vitor,vitor,98,Quartas,2026-07-10,Spain,1,0,Belgium,OK
